"No.","Time","Source","Destination","Protocol","Length","Info"
"477","9.205415","140.82.114.21","192.168.32.32","TCP","60","443  >  49521 [RST] Seq=65 Win=0 Len=0"
"478","9.578341","54.151.166.244","192.168.32.32","TCP","60","443  >  49707 [ACK] Seq=1 Ack=1 Win=18 Len=0"
"482","10.034527","192.168.32.1","192.168.32.32","DNS","167","Standard query response 0x4348 A t-ring-fallback-s2.msedge.net CNAME t-ring.s-part2-t-9999.fb-t-msedge.net CNAME s-part2-t-9999.fb-t-msedge.net A 13.107.226.254"
"483","10.034744","192.168.32.1","192.168.32.32","DNS","149","Standard query response 0x0d7b HTTPS t-ring-fallback-s2.msedge.net SOA ns1.msedge.net"
"486","10.037137","27.49.28.41","192.168.32.32","TCP","60","443  >  49720 [ACK] Seq=65 Ack=2 Win=501 Len=0"
"487","10.072810","13.107.226.254","192.168.32.32","TCP","66","443  >  49730 [SYN, ACK] Seq=0 Ack=1 Win=42300 Len=0 MSS=1400 SACK_PERM WS=512"
"490","10.109070","13.107.226.254","192.168.32.32","TCP","60","443  >  49730 [ACK] Seq=1 Ack=1836 Win=42496 Len=0"
"491","10.109070","13.107.226.254","192.168.32.32","TLSv1.2","1454","Server Hello"
"492","10.109653","13.107.226.254","192.168.32.32","TCP","1454","443  >  49730 [PSH, ACK] Seq=1401 Ack=1836 Win=42496 Len=1400 [TCP PDU reassembled in 495]"
"493","10.109653","13.107.226.254","192.168.32.32","TCP","1350","443  >  49730 [PSH, ACK] Seq=2801 Ack=1836 Win=42496 Len=1296 [TCP PDU reassembled in 495]"
"495","10.111217","13.107.226.254","192.168.32.32","TLSv1.2","1454","Certificate"
"496","10.111217","13.107.226.254","192.168.32.32","TLSv1.2","1454","Certificate Status"
"497","10.111217","13.107.226.254","192.168.32.32","TLSv1.2","331","Server Key Exchange, Server Hello Done"
"500","10.154594","13.107.226.254","192.168.32.32","TLSv1.2","344","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"501","10.155196","13.107.226.254","192.168.32.32","TLSv1.2","445","Application Data"
"504","10.200158","13.107.226.254","192.168.32.32","TLSv1.2","445","Application Data"
"507","10.218412","192.168.32.1","192.168.32.32","DNS","164","Standard query response 0x46cc A bx-ring.msedge.net CNAME bx-ring.bx-9999.bx-msedge.net CNAME bx-9999.bx-msedge.net A 150.171.74.254 A 150.171.73.254"
"508","10.218610","192.168.32.1","192.168.32.32","DNS","138","Standard query response 0x3ae6 HTTPS bx-ring.msedge.net SOA ns1.msedge.net"
"511","10.254592","150.171.74.254","192.168.32.32","TCP","66","443  >  49731 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
"515","10.290423","150.171.74.254","192.168.32.32","TCP","60","443  >  49731 [ACK] Seq=1 Ack=1401 Win=4194304 Len=0"
"516","10.290423","150.171.74.254","192.168.32.32","TCP","60","443  >  49731 [ACK] Seq=1 Ack=1793 Win=4193792 Len=0"
"517","10.290423","150.171.74.254","192.168.32.32","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"519","10.293325","104.18.32.47","192.168.32.32","TCP","66","443  >  49572 [ACK] Seq=1 Ack=2 Win=16 Len=0 SLE=1 SRE=2"
"520","10.325612","150.171.74.254","192.168.32.32","TCP","60","443  >  49731 [ACK] Seq=100 Ack=2431 Win=4193280 Len=0"
"521","10.328104","150.171.74.254","192.168.32.32","TLSv1.3","1454","Server Hello"
"522","10.328104","150.171.74.254","192.168.32.32","TCP","1454","443  >  49731 [ACK] Seq=1500 Ack=2431 Win=4193280 Len=1400 [TCP PDU reassembled in 525]"
"523","10.328104","150.171.74.254","192.168.32.32","TCP","1454","443  >  49731 [ACK] Seq=2900 Ack=2431 Win=4193280 Len=1400 [TCP PDU reassembled in 525]"
"524","10.328104","150.171.74.254","192.168.32.32","TCP","1454","443  >  49731 [ACK] Seq=4300 Ack=2431 Win=4193280 Len=1400 [TCP PDU reassembled in 525]"
"525","10.328104","150.171.74.254","192.168.32.32","TLSv1.3","812","Application Data"
"530","10.365063","150.171.74.254","192.168.32.32","TCP","60","443  >  49731 [ACK] Seq=6458 Ack=2505 Win=4193280 Len=0"
"531","10.365313","150.171.74.254","192.168.32.32","TLSv1.3","513","Application Data"
"532","10.365313","150.171.74.254","192.168.32.32","TCP","60","443  >  49731 [ACK] Seq=6917 Ack=2597 Win=4193024 Len=0"
"533","10.365313","150.171.74.254","192.168.32.32","TLSv1.3","116","Application Data"
"534","10.365313","150.171.74.254","192.168.32.32","TLSv1.3","85","Application Data"
"537","10.367965","150.171.74.254","192.168.32.32","TLSv1.3","560","Application Data"
"538","10.367965","150.171.74.254","192.168.32.32","TLSv1.3","85","Application Data"
"541","10.399972","150.171.74.254","192.168.32.32","TCP","60","443  >  49731 [ACK] Seq=7547 Ack=3238 Win=4194304 Len=0"
"542","10.411519","150.171.74.254","192.168.32.32","TCP","60","443  >  49731 [ACK] Seq=7547 Ack=3326 Win=4194048 Len=0"
"543","10.414477","150.171.74.254","192.168.32.32","TLSv1.3","246","Application Data"
"544","10.414477","150.171.74.254","192.168.32.32","TLSv1.3","85","Application Data"
"548","10.433869","192.168.32.1","192.168.32.32","DNS","135","Standard query response 0xee6b A a-ring-fallback.msedge.net CNAME a-9999.a-dc-msedge.net A 131.253.33.254"
"549","10.433869","192.168.32.1","192.168.32.32","DNS","146","Standard query response 0x72b4 HTTPS a-ring-fallback.msedge.net SOA ns1.msedge.net"
"551","10.474730","131.253.33.254","192.168.32.32","TCP","66","443  >  49732 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
"554","10.513653","131.253.33.254","192.168.32.32","TCP","60","443  >  49732 [ACK] Seq=1 Ack=1401 Win=4194304 Len=0"
"555","10.513765","131.253.33.254","192.168.32.32","TCP","60","443  >  49732 [ACK] Seq=1 Ack=1833 Win=4193792 Len=0"
"556","10.513765","131.253.33.254","192.168.32.32","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"558","10.552373","131.253.33.254","192.168.32.32","TCP","60","443  >  49732 [ACK] Seq=100 Ack=2511 Win=4193280 Len=0"
"559","10.554832","131.253.33.254","192.168.32.32","TLSv1.3","1454","Server Hello"
"560","10.554832","131.253.33.254","192.168.32.32","TCP","1454","443  >  49732 [ACK] Seq=1500 Ack=2511 Win=4193280 Len=1400 [TCP PDU reassembled in 563]"
"561","10.554832","131.253.33.254","192.168.32.32","TCP","1454","443  >  49732 [ACK] Seq=2900 Ack=2511 Win=4193280 Len=1400 [TCP PDU reassembled in 563]"
"562","10.554832","131.253.33.254","192.168.32.32","TCP","1454","443  >  49732 [ACK] Seq=4300 Ack=2511 Win=4193280 Len=1400 [TCP PDU reassembled in 563]"
"563","10.554832","131.253.33.254","192.168.32.32","TLSv1.3","808","Application Data"
"568","10.590398","131.253.33.254","192.168.32.32","TCP","60","443  >  49732 [ACK] Seq=6454 Ack=2585 Win=4193024 Len=0"
"569","10.590398","131.253.33.254","192.168.32.32","TCP","60","443  >  49732 [ACK] Seq=6454 Ack=2677 Win=4193024 Len=0"
"570","10.590690","131.253.33.254","192.168.32.32","TLSv1.3","513","Application Data"
"571","10.590690","131.253.33.254","192.168.32.32","TCP","60","443  >  49732 [ACK] Seq=6913 Ack=3293 Win=4194304 Len=0"
"572","10.590690","131.253.33.254","192.168.32.32","TLSv1.3","116","Application Data"
"575","10.593439","131.253.33.254","192.168.32.32","TLSv1.3","597","Application Data, Application Data"
"576","10.593439","131.253.33.254","192.168.32.32","TLSv1.3","85","Application Data"
"579","10.625492","131.253.33.254","192.168.32.32","TCP","60","443  >  49732 [ACK] Seq=7549 Ack=3324 Win=4194304 Len=0"
"580","10.630914","131.253.33.254","192.168.32.32","TCP","60","443  >  49732 [ACK] Seq=7549 Ack=3412 Win=4194048 Len=0"
"581","10.633289","131.253.33.254","192.168.32.32","TLSv1.3","248","Application Data"
"582","10.633289","131.253.33.254","192.168.32.32","TLSv1.3","85","Application Data"
"586","10.644171","204.79.197.222","192.168.32.32","TCP","60","443  >  49729 [ACK] Seq=7227 Ack=4290 Win=4193536 Len=0"
"587","10.644171","204.79.197.222","192.168.32.32","TCP","60","443  >  49729 [ACK] Seq=7227 Ack=4329 Win=4193536 Len=0"
"588","10.644289","204.79.197.222","192.168.32.32","TLSv1.3","93","Application Data"
"589","10.647027","204.79.197.222","192.168.32.32","TLSv1.3","199","Application Data"
"590","10.647027","204.79.197.222","192.168.32.32","TLSv1.3","85","Application Data"
"593","10.653311","204.79.197.222","192.168.32.32","TCP","60","443  >  49729 [ACK] Seq=7442 Ack=4364 Win=4193536 Len=0"
"595","10.918609","142.251.220.193","192.168.32.32","TCP","66","443  >  49686 [ACK] Seq=1 Ack=2 Win=1050 Len=0 SLE=1 SRE=2"
"598","11.279809","142.251.8.84","192.168.32.32","TCP","66","443  >  49537 [ACK] Seq=1 Ack=2 Win=1029 Len=0 SLE=1 SRE=2"
"600","11.475585","172.64.155.209","192.168.32.32","TCP","66","443  >  49600 [ACK] Seq=1 Ack=2 Win=16 Len=0 SLE=1 SRE=2"
"602","11.646224","161.49.44.109","192.168.32.32","TCP","60","80  >  49660 [FIN, ACK] Seq=1 Ack=1 Win=512 Len=0"
"605","11.651570","161.49.44.109","192.168.32.32","TCP","60","80  >  49660 [ACK] Seq=2 Ack=2 Win=512 Len=0"
"607","12.087591","34.120.250.63","192.168.32.32","TCP","66","443  >  49495 [ACK] Seq=1 Ack=2 Win=1034 Len=0 SLE=1 SRE=2"
"609","12.102927","27.49.28.41","192.168.32.32","UDP","72","443  >  57622 Len=30"
"611","12.183168","27.49.28.41","192.168.32.32","UDP","275","443  >  57622 Len=233"
"612","12.183168","27.49.28.41","192.168.32.32","UDP","64","443  >  57622 Len=22"
"614","12.190156","27.49.28.41","192.168.32.32","UDP","67","443  >  57622 Len=25"
"615","12.400032","172.64.148.235","192.168.32.32","TLSv1.2","78","Application Data"
"617","12.433601","172.64.148.235","192.168.32.32","TCP","60","443  >  46924 [ACK] Seq=25 Ack=29 Win=16 Len=0"
"618","12.966328","161.49.44.109","192.168.32.32","TCP","60","80  >  49679 [FIN, ACK] Seq=1 Ack=1 Win=512 Len=0"
"621","12.971259","161.49.44.109","192.168.32.32","TCP","60","80  >  49679 [ACK] Seq=2 Ack=2 Win=512 Len=0"
"629","13.001695","27.49.28.41","192.168.32.32","UDP","72","443  >  57622 Len=30"
"630","13.007861","27.49.28.41","192.168.32.32","UDP","67","443  >  57622 Len=25"
"632","13.009720","27.49.28.41","192.168.32.32","UDP","67","443  >  57622 Len=25"
"634","13.086413","27.49.28.41","192.168.32.32","UDP","279","443  >  57622 Len=237"
"635","13.086413","27.49.28.41","192.168.32.32","UDP","64","443  >  57622 Len=22"
"636","13.086413","27.49.28.41","192.168.32.32","UDP","63","443  >  57622 Len=21"
"638","13.101994","27.49.28.41","192.168.32.32","UDP","67","443  >  57622 Len=25"
"640","13.208228","142.251.220.138","192.168.32.32","TCP","66","443  >  49524 [ACK] Seq=1 Ack=2 Win=1050 Len=0 SLE=1 SRE=2"
"643","14.076666","142.251.220.132","192.168.32.32","TCP","66","443  >  49692 [ACK] Seq=1 Ack=2 Win=1045 Len=0 SLE=1 SRE=2"
"645","14.234245","142.251.220.195","192.168.32.32","TCP","66","443  >  49693 [ACK] Seq=1 Ack=2 Win=1048 Len=0 SLE=1 SRE=2"
"646","14.304126","161.49.44.109","192.168.32.32","TCP","60","80  >  49683 [FIN, ACK] Seq=1 Ack=1 Win=512 Len=0"
"649","14.309668","161.49.44.109","192.168.32.32","TCP","60","80  >  49683 [ACK] Seq=2 Ack=2 Win=512 Len=0"
"652","15.321791","146.75.23.42","192.168.32.32","TCP","66","443  >  49539 [ACK] Seq=1 Ack=2 Win=318 Len=0 SLE=1 SRE=2"
"654","15.641323","142.251.220.136","192.168.32.32","TCP","66","443  >  49542 [ACK] Seq=1 Ack=2 Win=1047 Len=0 SLE=1 SRE=2"
"658","15.860264","96.17.96.28","192.168.32.32","TCP","66","443  >  49545 [ACK] Seq=1 Ack=2 Win=524 Len=0 SLE=1 SRE=2"
"659","15.860583","96.17.96.28","192.168.32.32","TCP","66","443  >  49543 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"660","15.860658","96.17.96.28","192.168.32.32","TCP","66","443  >  49546 [ACK] Seq=1 Ack=2 Win=523 Len=0 SLE=1 SRE=2"
"662","15.891658","96.17.96.28","192.168.32.32","TCP","66","443  >  49544 [ACK] Seq=1 Ack=2 Win=510 Len=0 SLE=1 SRE=2"
"664","16.039949","142.251.220.132","192.168.32.32","TCP","66","443  >  49556 [ACK] Seq=1 Ack=2 Win=1034 Len=0 SLE=1 SRE=2"
"694","16.095648","34.120.63.153","192.168.32.32","QUIC","82","Initial, SCID=fb2500d6bce49535, PKN: 1, ACK"
"695","16.095817","34.120.63.153","192.168.32.32","QUIC","1292","Initial, SCID=fb2500d6bce49535, PKN: 2, ACK, PADDING"
"708","16.105796","34.120.63.153","192.168.32.32","TLSv1.2","85","Application Data"
"709","16.106278","34.120.63.153","192.168.32.32","TCP","60","443  >  49705 [ACK] Seq=32 Ack=1524 Win=1042 Len=0"
"710","16.106406","34.120.63.153","192.168.32.32","TCP","60","443  >  49705 [ACK] Seq=32 Ack=3340 Win=1035 Len=0"
"711","16.106571","34.120.63.153","192.168.32.32","TCP","60","443  >  49705 [ACK] Seq=32 Ack=6002 Win=1025 Len=0"
"712","16.106787","34.120.63.153","192.168.32.32","QUIC","1292","Initial, SCID=fb2500d6bce49535, PKN: 3, ACK, PADDING"
"713","16.108819","106.10.218.155","192.168.32.32","TCP","60","443  >  49696 [ACK] Seq=1 Ack=519 Win=384 Len=0"
"714","16.111276","35.227.252.103","192.168.32.32","QUIC","82","Initial, SCID=efdd11fe6fe3e27a, PKN: 1, ACK"
"715","16.112138","35.227.252.103","192.168.32.32","QUIC","1292","Initial, SCID=efdd11fe6fe3e27a, PKN: 2, ACK, PADDING"
"716","16.112860","106.10.218.155","192.168.32.32","TCP","60","443  >  49696 [ACK] Seq=1 Ack=1477 Win=427 Len=0"
"717","16.113600","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=1 Ack=1401 Win=7 Len=0"
"718","16.113821","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=1 Ack=2801 Win=7 Len=0"
"719","16.114024","35.227.252.103","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"720","16.114108","106.10.236.40","192.168.32.32","TCP","66","[TCP Dup ACK 718#1] 443  >  49697 [ACK] Seq=1 Ack=2801 Win=8 Len=0 SLE=3446 SRE=3485"
"721","16.114108","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=1 Ack=3485 Win=8 Len=0"
"722","16.114304","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=1 Ack=4885 Win=8 Len=0"
"723","16.114330","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=1 Ack=6285 Win=9 Len=0"
"724","16.114423","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=1 Ack=7664 Win=9 Len=0"
"730","16.117012","106.10.236.40","192.168.32.32","TLSv1.2","93","Application Data"
"731","16.118056","104.18.26.193","192.168.32.32","QUIC","1242","Initial, SCID=01ff3d0831812343d9ff1e0a8e8137e17a9159bb, PKN: 0, ACK"
"732","16.118095","106.10.218.155","192.168.32.32","TLSv1.2","93","Application Data"
"734","16.119252","104.18.26.193","192.168.32.32","QUIC","1242","Initial, SCID=01ff3d0831812343d9ff1e0a8e8137e17a9159bb, PKN: 1, ACK, CRYPTO"
"735","16.119252","104.18.26.193","192.168.32.32","QUIC","1242","Protected Payload (KP0)"
"736","16.119252","104.18.26.193","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"737","16.119252","104.18.26.193","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"738","16.119252","104.18.26.193","192.168.32.32","QUIC","91","Protected Payload (KP0)"
"744","16.120009","106.10.218.155","192.168.32.32","TLSv1.2","674","Application Data"
"747","16.120227","106.10.218.155","192.168.32.32","TLSv1.2","152","Application Data"
"748","16.120497","106.10.218.155","192.168.32.32","TLSv1.2","152","Application Data"
"750","16.120701","34.120.63.153","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"753","16.123152","34.120.63.153","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"755","16.126922","34.120.63.153","192.168.32.32","QUIC","626","Protected Payload (KP0)"
"756","16.126922","34.120.63.153","192.168.32.32","QUIC","163","Protected Payload (KP0)"
"759","16.127767","34.120.63.153","192.168.32.32","QUIC","67","Protected Payload (KP0)"
"760","16.127941","182.161.73.172","192.168.32.32","TCP","66","443  >  49733 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=1024"
"763","16.131533","69.173.158.65","192.168.32.32","TCP","66","443  >  49734 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1400 WS=4 SACK_PERM"
"766","16.142720","35.227.252.103","192.168.32.32","QUIC","626","Protected Payload (KP0)"
"767","16.142720","35.227.252.103","192.168.32.32","QUIC","163","Protected Payload (KP0)"
"769","16.142992","35.227.252.103","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"770","16.143048","35.227.252.103","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"773","16.152973","104.18.26.193","192.168.32.32","QUIC","71","Protected Payload (KP0)"
"774","16.156598","142.251.220.195","192.168.32.32","TCP","66","443  >  49560 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2"
"775","16.159095","13.228.147.32","192.168.32.32","TCP","60","443  >  49706 [ACK] Seq=1 Ack=93 Win=289 Len=0"
"776","16.159095","13.228.147.32","192.168.32.32","TCP","60","443  >  49706 [ACK] Seq=1 Ack=139 Win=289 Len=0"
"777","16.159095","13.228.147.32","192.168.32.32","TCP","60","443  >  49706 [ACK] Seq=1 Ack=231 Win=289 Len=0"
"778","16.159095","13.228.147.32","192.168.32.32","TLSv1.2","100","Application Data"
"779","16.159466","13.228.147.32","192.168.32.32","TCP","66","443  >  49706 [ACK] Seq=47 Ack=1313 Win=370 Len=0 SLE=2395 SRE=2487"
"780","16.159466","13.228.147.32","192.168.32.32","TCP","60","443  >  49706 [ACK] Seq=47 Ack=2487 Win=425 Len=0"
"781","16.159789","13.228.147.32","192.168.32.32","TCP","60","443  >  49706 [ACK] Seq=47 Ack=3567 Win=425 Len=0"
"782","16.160219","54.151.166.244","192.168.32.32","TCP","60","[TCP Previous segment not captured] 443  >  49707 [ACK] Seq=2 Ack=145 Win=19 Len=0"
"783","16.160479","54.151.166.244","192.168.32.32","TCP","60","443  >  49707 [ACK] Seq=2 Ack=184 Win=19 Len=0"
"784","16.160851","54.151.166.244","192.168.32.32","TLSv1.2","93","Application Data"
"785","16.161022","182.161.73.172","192.168.32.32","TCP","60","443  >  49733 [ACK] Seq=1 Ack=2004 Win=64512 Len=0"
"786","16.161050","182.161.73.172","192.168.32.32","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"788","16.161620","13.228.147.32","192.168.32.32","TLSv1.2","475","Application Data"
"789","16.161620","13.228.147.32","192.168.32.32","TLSv1.2","92","Application Data"
"790","16.161620","54.151.166.244","192.168.32.32","TCP","60","443  >  49707 [ACK] Seq=41 Ack=5268 Win=27 Len=0"
"793","16.161979","13.228.147.32","192.168.32.32","TLSv1.2","475","Application Data"
"794","16.161979","13.228.147.32","192.168.32.32","TLSv1.2","92","Application Data"
"796","16.162172","54.151.166.244","192.168.32.32","TLSv1.2","102","Application Data"
"798","16.162238","13.228.147.32","192.168.32.32","TLSv1.2","475","Application Data"
"799","16.162238","13.228.147.32","192.168.32.32","TLSv1.2","92","Application Data"
"804","16.164787","13.215.145.61","192.168.32.32","TCP","60","443  >  49700 [ACK] Seq=1 Ack=1401 Win=662 Len=0"
"805","16.164899","13.215.145.61","192.168.32.32","TCP","60","443  >  49700 [ACK] Seq=1 Ack=2278 Win=664 Len=0"
"806","16.166358","69.173.158.65","192.168.32.32","TCP","60","443  >  49734 [ACK] Seq=1 Ack=2073 Win=22400 Len=0"
"807","16.166861","13.215.145.61","192.168.32.32","TLSv1.2","523","Application Data"
"808","16.167003","69.173.158.65","192.168.32.32","TLSv1.3","187","Server Hello, Change Cipher Spec"
"809","16.167244","69.173.158.65","192.168.32.32","TLSv1.3","95","Application Data"
"813","16.168491","69.173.158.65","192.168.32.32","TCP","1454","443  >  49734 [PSH, ACK] Seq=175 Ack=2073 Win=30800 Len=1400 [TCP PDU reassembled in 815]"
"814","16.168491","69.173.158.65","192.168.32.32","TCP","1418","443  >  49734 [PSH, ACK] Seq=1575 Ack=2073 Win=30800 Len=1364 [TCP PDU reassembled in 815]"
"815","16.168491","69.173.158.65","192.168.32.32","TLSv1.3","300","Application Data"
